area,disruption,greatest_sector,totaldisrupt,dis,totalEmployed
7200001,0.8890625,Executive secretaries and executive administrative assistants,,5121.0,5760.0
2700002,0.7698135473212179,Postal service clerks,,32617.0,42370.0
2700003,1.263956992750672,Photographic process workers and processing machine operators,,155176.0,122770.0
44220,0.9038237738985868,Management occupations,,43492.0,48120.0
44060,0.9760643246356266,Management occupations,,220327.0,225730.0
74804,0.8117441015134492,Management occupations,,122825.0,151310.0
41540,0.8037990196078432,Management occupations,,124621.0,155040.0
41660,0.5773842543204608,Management occupations,,27062.0,46870.0
38940,0.692266081871345,Management occupations,,94702.0,136800.0
14260,1.0083032490974728,Management occupations,,298851.0,296390.0
29460,0.9321777735795589,Management occupations,,197370.0,211730.0
40340,0.6085928639972084,Management occupations,,69763.0,114630.0
41140,1.0585190782017377,Management occupations,,56038.0,52940.0
29740,0.7132054015636106,Management occupations,,50174.0,70350.0
15940,1.2814346753324908,Management occupations,,212936.0,166170.0
25180,0.6979008573962747,Management occupations,,70816.0,101470.0
76450,0.6494253778337532,Management occupations,,82503.0,127040.0
43580,0.9918625043844265,Management occupations,,84834.0,85530.0
2000004,1.2941117177656447,"Switchboard operators, including answering service",,154064.0,119050.0
0800003,0.45298462073160134,"Switchboard operators, including answering service",,52134.0,115090.0
0800002,0.644029304029304,Sewing machine operators,,61537.0,95550.0
0800001,0.9524810013410818,Postmasters and mail superintendents,,63921.0,67110.0
30300,0.7672268907563026,Management occupations,,20086.0,26180.0
16020,0.7988328664799254,Management occupations,,34222.0,42840.0
24540,0.8371056741280583,Management occupations,,80404.0,96050.0
16300,0.841441821247892,Management occupations,,119754.0,142320.0
15500,1.8722006417834824,Management occupations,,110853.0,59210.0
28020,1.016392242956458,Management occupations,,138890.0,136650.0
14740,0.4818431092036242,Management occupations,,40417.0,83880.0
1900001,1.2607340720221607,Photographic process workers and processing machine operators,,127435.0,101080.0
11100,0.6948449142263039,Management occupations,,80199.0,115420.0
24260,0.9869702107047711,Management occupations,,40752.0,41290.0
1900004,1.6241463627630774,"Switchboard operators, including answering service",,371962.0,229020.0
3700001,1.4441299790356394,"Switchboard operators, including answering service",,358202.0,248040.0
37100,1.2638127625525104,Management occupations,,379068.0,299940.0
49020,0.6529920564872022,Management occupations,,36992.0,56650.0
43100,2.1809984717269484,Management occupations,,128439.0,58890.0
1900003,1.1084002835538753,Sewing machine operators,,93815.0,84640.0
15980,0.6606379151844598,Management occupations,,165285.0,250190.0
34100,1.4904413500118008,Management occupations,,63150.0,42370.0
17020,0.8300880162491537,Management occupations,,61302.0,73850.0
4700004,1.4077795299241571,"Switchboard operators, including answering service",,187474.0,133170.0
17780,0.482567264573991,Management occupations,,51654.0,107040.0
12420,0.8197347425137291,Management occupations,,791126.0,965100.0
1700003,1.3307509747414816,"Switchboard operators, including answering service",,157002.0,117980.0
16940,0.5252696456086287,Management occupations,,23863.0,45430.0
27060,0.6528958292152599,Management occupations,,33030.0,50590.0
12580,0.7247468957508263,Management occupations,,973567.0,1343320.0
17140,1.1708534760589318,Management occupations,,1220685.0,1042560.0
15180,0.6502179598953792,Management occupations,,89496.0,137640.0
16860,1.2612252631578946,Management occupations,,299541.0,237500.0
5300001,0.6153490243411789,"Switchboard operators, including answering service",,30589.0,49710.0
4200003,1.3165450893329105,"Switchboard operators, including answering service",,249064.0,189180.0
79600,1.0646359048305696,Management occupations,,295330.0,277400.0
45104,0.8043863334033466,Management occupations,,229781.0,285660.0
4900002,0.6250368188512518,Postal service clerks,,12732.0,20370.0
35614,0.8624310709210382,Management occupations,,5680385.0,6586480.0
30780,0.8637275901528711,Management occupations,,294367.0,340810.0
22220,0.9583544249495947,Management occupations,,223402.0,233110.0
31084,1.296040345261422,Management occupations,,5470029.0,4220570.0
10780,0.6454917362133857,Management occupations,,39446.0,61110.0
34620,0.7552461572733348,Management occupations,,33903.0,44890.0
27980,0.6070368334249587,Management occupations,,44168.0,72760.0
34740,1.4570544151189313,Management occupations,,89434.0,61380.0
22380,0.442330501682962,Management occupations,,27597.0,62390.0
20100,0.6162578616352201,Management occupations,,39194.0,63600.0
26420,0.9513599705620803,Management occupations,,2792232.0,2934990.0
3300001,0.7098060344827586,"Switchboard operators, including answering service",,26348.0,37120.0
3300003,0.8568761667703796,Postmasters and mail superintendents,,55080.0,64280.0
3300002,0.7573438146462557,"Switchboard operators, including answering service",,73220.0,96680.0
13980,0.9327511547344111,Management occupations,,64621.0,69280.0
3300004,0.8796305797845049,"Switchboard operators, including answering service",,34288.0,38980.0
41980,1.0240148864905099,Management occupations,,687882.0,671750.0
38300,1.01176527660175,Management occupations,,1147099.0,1133760.0
31740,0.6721311475409836,Management occupations,,25420.0,37820.0
33140,1.1110201042442294,Management occupations,,44763.0,40290.0
26900,1.0529898105993418,Management occupations,,1068553.0,1014780.0
1800003,1.8100962052378406,"Switchboard operators, including answering service",,338669.0,187100.0
41500,3.2704258675078863,Management occupations,,539097.0,164840.0
30140,1.0169205434335118,Management occupations,,49402.0,48580.0
19340,1.091020746887967,Management occupations,,197202.0,180750.0
3100002,1.2142857142857142,"Postal service mail sorters, processors, and processing machine operators",,130390.0,107380.0
3100001,0.7451675570665371,"Switchboard operators, including answering service",,30686.0,41180.0
38900,1.0818882075263598,Management occupations,,1226158.0,1133350.0
35660,1.5117502859944436,Management occupations,,92504.0,61190.0
71950,0.835209149078407,Management occupations,,349819.0,418840.0
73050,0.7907276995305165,Management occupations,,40422.0,51120.0
40900,0.9196260556206666,Management occupations,,839591.0,912970.0
30460,1.026768968456948,Management occupations,,277012.0,269790.0
4600003,0.9096948818897638,Postmasters and mail superintendents,,55455.0,60960.0
47300,3.151479249417888,Management occupations,,460179.0,146020.0
11500,1.1485540704738761,Management occupations,,47263.0,41150.0
29700,0.4413807231383796,Management occupations,,43092.0,97630.0
71654,0.7592957410581077,Management occupations,,1369033.0,1803030.0
33700,1.3678152917971922,Management occupations,,235784.0,172380.0
36140,0.5369214768590743,Management occupations,,20650.0,38460.0
15804,0.9055108825917192,Management occupations,,468457.0,517340.0
33660,0.9770119590964238,Management occupations,,169111.0,173090.0
44300,0.5189236618894414,Management occupations,,35484.0,68380.0
30860,1.1929339762611275,Management occupations,,64323.0,53920.0
5600003,0.5714107105647009,Postal service clerks,,27422.0,47990.0
4400001,0.0,Food preparation and serving related occupations,,0,510.0
16180,0.7578001437814522,Management occupations,,21082.0,27820.0
12020,0.6296873113606182,Management occupations,,52157.0,82830.0
48700,0.8742790335151988,Management occupations,,44868.0,51320.0
16220,0.6223425196850394,Management occupations,,25292.0,40640.0
25020,0.621447963800905,Management occupations,,6867.0,11050.0
24220,0.6139864325618516,Management occupations,,30773.0,50120.0
5500001,1.228074150360453,Sewing machine operators,,59623.0,48550.0
5500003,1.6618195769987052,"Switchboard operators, including answering service",,346506.0,208510.0
5500002,1.5947701121043014,"Switchboard operators, including answering service",,322925.0,202490.0
5500004,1.4870062147296235,"Switchboard operators, including answering service",,208166.0,139990.0
29820,0.7569947189497765,Management occupations,,708108.0,935420.0
29420,0.5229220222793488,Management occupations,,24410.0,46680.0
15380,1.0281123546352666,Management occupations,,564043.0,548620.0
78700,1.2276038619075482,Management occupations,,83919.0,68360.0
3200001,0.8684510923046644,Postal service clerks,,44126.0,50810.0
34060,0.48583033900952977,Management occupations,,31098.0,64010.0
21780,1.5382589373243578,Management occupations,,235369.0,153010.0
16820,0.637133881548554,Management occupations,,68957.0,108230.0
27620,0.802800110895481,Management occupations,,57914.0,72140.0
37860,0.7445008767156418,Management occupations,,123133.0,165390.0
47580,0.8076598837209302,Management occupations,,55567.0,68800.0
36084,0.9499040891233377,Management occupations,,1030019.0,1084340.0
21140,2.687295825771325,Management occupations,,340561.0,126730.0
42700,0.651377245508982,Management occupations,,16317.0,25050.0
74204,0.7634449040992854,Management occupations,,60900.0,79770.0
13460,0.6444385240442254,Management occupations,,48378.0,75070.0
24860,1.6640101984147018,Management occupations,,659181.0,396140.0
40580,1.1495594713656387,Management occupations,,62628.0,54480.0
31140,1.2475180168986084,Management occupations,,803202.0,643840.0
11640,0.7165593705293276,Management occupations,,20035.0,27960.0
13780,0.9160723057274781,Management occupations,,93247.0,101790.0
4700002,1.680458057908947,Sewing machine operators,,180498.0,107410.0
4700003,1.5225882132132131,"Switchboard operators, including answering service",,162247.0,106560.0
4700001,1.5358656693158796,Sewing machine operators,,197113.0,128340.0
23580,1.2331534404513675,Management occupations,,100539.0,81530.0
13820,1.1188822829964329,Management occupations,,564588.0,504600.0
24020,0.8498932246165793,Management occupations,,43778.0,51510.0
3900004,1.1058134323580255,"Switchboard operators, including answering service",,172717.0,156190.0
19124,1.0090843247558652,Management occupations,,2452085.0,2430010.0
5000002,0.8936453413482182,Sewing machine operators,,62439.0,69870.0
35004,0.9512302824401963,Management occupations,,1223558.0,1286290.0
38220,0.880859375,Management occupations,,27060.0,30720.0
