area,combined
28020,12.685239663373583
38660,11.174342527261064
42680,12.504747097844113
22020,13.680016039661709
20500,15.541687158469946
34820,12.923743364571727
1700003,10.900593320901848
0800001,11.915452242586797
21140,5.865959125700308
3100004,10.956334940815433
2500001,11.110586881472958
4900002,11.008738340697104
0800002,13.19826268969126
72400,12.764494400259698
4800003,12.314003624916532
27980,12.015021990104453
2500003,12.305091725945339
38540,12.188868501529052
4200003,12.086129612009726
0100002,7.888545892059127
36420,13.136345672506916
1600004,10.840420060008572
30460,12.282356647763075
2800001,9.83865974886641
20220,11.901962486974645
4600002,10.962104226632329
40140,11.986869146531223
11260,13.426992054483541
13740,12.88856315179606
41140,10.69217982621836
4500003,10.485367468549988
19340,11.937355463347165
2100001,12.061877369590796
26580,14.111041634894006
16540,11.607095536959553
47260,13.581365298659081
19804,12.547802251318371
3800004,10.884178985217739
3700004,12.893124006359301
38940,13.508954678362572
17980,12.448016403672996
5300004,10.51679674244995
31084,11.99924465178874
11100,12.694047825333564
2800003,11.33219644391566
25860,9.78090046436503
26980,13.806388613042039
5000002,12.41969371690282
41740,12.993632129880616
3100001,12.56947547353084
45500,12.058310967972803
3300002,13.453899462143152
16060,11.216490891658676
76450,12.477715680100756
13820,12.769641300039636
5400002,13.108293186510668
19140,4.648762992241253
41900,7.467827529021559
75700,13.714585403947181
2300002,13.07661357921207
5100001,11.877298896529666
22220,11.677731543048345
49180,12.65215560534652
45300,13.352731786770404
4800002,11.760285338839873
24220,12.808479648842777
0600003,11.996359148410985
17420,8.519330615747693
33460,13.793817039654495
31420,12.808536086689838
37340,13.64696796053615
18020,7.315628815628815
3300001,12.414870689655173
13380,12.006705610320068
10420,12.661400989796542
27180,11.968668652971617
27260,13.423370946741894
5500002,11.344362684577016
4400001,4.519607843137255
2700002,12.786311069152703
1600001,11.730762564991334
44060,13.471324148318788
19500,10.697822066981713
48864,13.990014417531718
29740,13.98865671641791
2000002,12.566908850726552
18580,13.706923449351768
78100,13.666629005429495
2900002,11.318283277379548
34940,13.534076594512415
49620,11.551515995987069
1500001,12.52594466239934
26900,12.875716904156565
27060,12.249476181063452
30140,11.693577603952244
7200001,7.026041666666667
16700,13.214381617893869
28660,14.016317441775572
40420,11.208705327039784
1300003,11.27441001191895
23460,11.798999165971644
32900,8.951838291380625
45220,13.764926282441818
47020,12.764855769230769
2600001,12.81042467590523
15804,13.452087601963893
29020,9.827073355180238
15980,13.628794116471482
29940,11.359171717171717
16580,12.056649994896397
29200,10.508867321054373
29540,12.291073258196722
76750,13.882769566511259
23104,12.444248987874895
43340,13.37582584269663
4900001,11.694746431825083
28740,13.147614991482113
43780,12.178472902690887
14540,11.319044975013881
3200002,10.741354975299929
34900,11.678762187367528
33700,11.263232393549135
0200002,11.904599728629579
12540,8.740359110385636
19180,8.339075144508671
12100,13.803310837633981
30620,12.392912076491374
25420,13.279004763098522
5600004,11.913093375065205
1600003,11.433898526151037
38220,11.320279947916667
41500,7.25982164523174
24020,13.122908173170257
3300004,11.235813237557721
0500001,11.785830828681839
4900003,11.235779024600777
13020,12.813216239562339
28700,11.993956275850426
22180,14.077690413787627
24500,13.230397091722596
71654,14.869874599978925
1700001,10.985923231123321
2000003,12.057242508363585
4800001,11.720128567755207
41940,13.726203571736033
2900001,11.644270966097375
17780,11.252643871449925
40060,13.52200081397533
30860,10.659606824925817
12420,13.400520153351984
21660,12.853471936324961
72104,13.709078212290503
38060,13.453022818403538
4500002,9.814952333166081
21300,11.590183028286189
4800006,13.737174695929877
0100001,9.04613349929983
37860,13.139688010157808
11700,13.745941864854663
11020,12.949148167268973
29700,13.215866024787463
20994,11.618873353596758
43420,11.953085661651826
76900,12.063542807094374
16220,12.797785433070866
15680,12.276
2000004,11.602007559848802
11640,10.255972818311873
5300003,11.422504592774036
73050,12.148161189358373
30020,11.639637365159514
3500003,12.38807476635514
42020,11.897829937998228
38900,13.02260819693828
0100003,9.752764636309875
5500004,10.648024858918495
0500002,10.67124144957066
4700001,10.35881252921926
1900003,11.594352551984876
40220,12.99917716972507
26380,11.695806451612903
27620,11.888383698364292
10580,13.617572484237645
25220,12.919523924020197
5500003,10.368855210781257
40660,12.22633744855967
77200,13.587413094627346
47940,11.375243157656639
0600004,8.293362831858406
2000001,10.603596001557834
14010,12.608716411281367
20260,15.242968687753963
17020,13.230927555856466
13900,13.838756560355268
2800004,11.249047685249549
47300,7.2810231475140395
10780,13.563426607756504
2200004,11.787721037844983
5300001,12.97732850533092
3500002,13.202753567296568
44420,10.929260113183819
35084,13.275158674645734
27100,10.444104212485197
5000001,12.53919962773383
4100001,11.828427095292767
2800002,10.984278455284553
3100002,11.554544607934439
3200001,11.068175555992914
45104,13.22882797731569
1900001,11.943411159477641
4800005,12.451049436253252
4700004,10.230502365397612
34060,12.980346820809249
5400001,13.535374420145791
30780,13.892723218215428
20740,12.737434202472762
33124,12.650814589773656
74500,12.555045871559633
28940,12.480398106248856
3600003,13.075854359629512
49660,12.797186995619091
32780,13.009114139693356
3900001,9.1929943860204
22520,10.631197143394099
2700003,12.822375173087888
71950,13.403397478750836
43580,11.178089559218988
3600002,12.422727272727272
13140,11.844879610813473
27340,12.421216814159292
41060,12.100487852473412
33260,11.511800092549745
36980,11.093938144329897
41420,13.090481822709163
74950,12.806548480463096
48620,11.762600175095965
1700004,11.579324428744895
13460,13.298894365259091
2200001,10.712686567164178
29180,12.820240078392944
4000003,11.94090334807328
79600,13.608947368421052
4500001,11.449798771446728
22660,13.215557631982914
1800001,8.048335731860174
42200,11.49207393999232
34100,9.323058767996224
32580,16.60804132794041
3900004,13.486081055125169
2900004,11.622018727623244
0800003,13.06582674428708
46540,13.86022233366767
42220,12.429000774593339
70750,14.196979604546161
24420,11.875568416701116
10500,12.137901425382106
24140,12.218078817733991
76600,13.315736166007905
4700002,8.847192998789684
25980,10.111620977353994
73104,14.196560224731984
27500,11.496066635816751
19780,13.044042198150295
45460,11.259477814669484
75404,11.551628878743326
76524,14.888498840396373
27140,13.301378890031616
17300,11.498072602577746
0600002,10.95118411000764
1300004,10.94302525523912
1300001,9.053403075371817
44940,11.174044097125314
33874,13.818234333916545
23900,10.796201358863495
26140,14.306606136505948
33540,13.026940324249741
35004,13.937086504598497
37100,11.689537907581517
21780,11.894778119077184
25620,12.749502109704641
44300,11.99502778590231
31860,13.310011618900077
4100004,11.156032210834553
10380,9.563024054982819
2100002,10.776807282679835
4000001,12.650189524465885
15260,12.059416645712849
3300003,13.064965774735532
12020,12.491705903658096
33740,13.60898671529044
16020,12.936461251167133
42034,13.39330765095861
11540,10.95902280130293
0500003,10.411317586477107
23060,11.840217032318943
3800001,12.716259788116076
11180,11.97722590981918
3600004,11.811746412788477
47220,11.238502673796791
37900,12.859179575444635
2300001,12.579509958446769
5100004,11.280678810524677
4600003,12.519389763779527
48900,14.012188388144539
48424,13.507866121562706
16860,11.94461052631579
39380,14.44049817105034
33860,11.406145082116236
22744,12.951083618496096
45820,13.160907933042212
16940,12.841998679286815
7200002,7.957573073516386
72850,12.675819620650673
5500001,10.430792996910402
16974,13.066971087781015
47460,11.064391810517865
19460,10.03990574929312
73450,13.709050031010957
5100002,12.393489148580969
36780,10.323084457988681
1200001,12.097639123102867
2200002,12.933074276977958
27780,14.090457661663887
3100003,10.756389099989143
30980,12.190821760467788
2100004,14.066568914956012
43620,13.119469559975888
40380,13.470329434279131
3000001,12.675929256594724
37460,12.659080261373443
5600001,13.421585458217622
36084,13.052786026523046
33660,12.355589577676353
40580,11.435058737151248
21820,11.934304207119741
22420,13.125172439368093
24780,14.995064232589588
5600003,12.768597624505105
75550,12.973983739837399
46700,12.7880658436214
70900,13.884692375625551
2400002,10.780620884289746
46520,13.397792432432432
33340,13.019370874710114
35660,9.883902598463802
36540,13.096418521890259
10180,13.194668542839274
45780,12.636980793513658
48300,11.325286281841551
34740,10.678282828282828
26420,12.995791808489978
39900,12.038662777019715
0500004,10.599989810474831
22540,10.623978021978022
17460,13.13590582143448
19740,14.026530655495666
16740,12.659118592090415
44700,10.917169943820225
23540,14.65868493150685
47664,12.3578075265252
26300,13.148106274731486
1200003,11.52796264632382
25020,9.118733031674209
40980,12.80426971535231
36100,11.922248363338788
39740,12.018615474112856
24300,13.820068143100512
35840,13.665074985851726
48660,12.892748975592374
3500004,10.063534083388484
41884,13.705838089080055
41540,13.196220330237358
23844,12.563802689909084
21060,10.981823308270677
31020,10.919669837716844
2500002,10.470777777777778
31460,7.091247628083491
1800002,10.214417814682015
1900004,10.723818880447123
0600001,12.043367474394204
19124,12.977836716721331
22140,13.252680370818219
74204,14.531841544440265
30700,12.807264737773213
31180,13.55533371363377
31740,12.372236911686938
26820,12.170524122455522
20524,14.053236013231698
34980,12.280249240987757
28100,12.255957291919437
21500,12.635106382978723
12260,12.675010519425873
29820,12.726662889397277
16620,13.421038755602426
3900003,12.493030973451328
37620,13.366476091476091
74650,12.933950120675785
29100,13.375572413793103
2900003,12.70139782285997
39460,13.504503901895207
2600003,12.36330550918197
12940,13.06576594777514
3700001,12.064937106918238
10540,10.899202813599063
29420,12.389631533847473
27740,13.330419759406194
32820,12.256987144551662
48140,10.838191749317234
15940,12.930890052356022
3900002,10.808679987889796
46060,14.073643994534148
31140,12.124038581013917
24660,11.374482333492113
3700003,11.832662902846389
0900001,11.400415060776757
0600005,11.990145523568492
36140,13.25015600624025
17660,12.763686572316189
74854,13.496620834304357
19300,12.294601947308132
33140,10.35415735914619
1600002,10.404864016736402
12060,12.59745316973255
25060,12.001209569633788
2700004,11.389086342229199
14020,11.801586360266864
14740,12.865808297567954
40900,13.259364491713857
0400001,12.450554031815688
1800003,9.513431320149653
3800003,12.456654275092937
41180,13.465439000817783
33220,12.208250728862973
17140,12.959132328115409
2600004,10.6831622029152
43300,12.834804714582852
1700002,11.988864578535237
0100004,9.617999525391552
74804,13.786623488203027
21340,12.973820405968544
13780,12.824678259161018
20940,8.679272592317684
19660,13.383198103266597
41620,12.566333544294482
28140,13.04420876066328
34620,12.042214301626197
44100,12.944023679759443
13980,10.805037528868361
5300002,11.31575502571295
18880,12.747456827403981
4100003,11.698154854285221
43100,9.134301239599253
46220,11.36416474596653
45060,13.08219872729683
19060,13.167578017122342
24260,10.55451683216275
24580,12.128581460674157
41100,13.313934562365056
48700,12.071590023382697
42340,12.225481553046313
19380,13.631409772408587
5100003,11.701859712957347
49420,10.46105757931845
15380,13.254350916845905
3000004,12.3664
1900002,11.242289669093793
4200001,12.678527567707324
27900,11.57610079231069
2500004,7.65210355987055
13220,13.693765992091183
39660,13.012630128597673
30300,11.26336898395722
47580,11.075683139534883
12220,10.744252873563218
15500,11.076608680966054
2200003,13.09788657442603
22380,12.28331463375541
46660,11.911390955924443
42140,13.575028358450819
16300,12.41525435637999
39580,13.969009187564035
42540,12.824325903990024
33780,10.692529321774606
35380,12.921924386310698
42644,13.501601420127283
38300,13.942926192492239
31540,13.549694938333028
48060,12.48628640776699
12580,14.112283744751808
24860,11.075700509920734
31340,12.28170027358395
14100,13.277203791469194
36220,12.14628512579079
25940,13.660253933204526
14260,12.8121394109113
3000003,13.266952236542835
11460,12.238347788994739
2400001,12.0543759271032
35614,14.85158385055447
45940,13.470763443239655
3600001,13.246651382520495
25500,11.08106258148631
4700003,10.959365615615615
4100002,12.03747283452344
22500,13.221055150137577
17900,12.41869681562751
49020,12.447555163283319
48260,11.942576530612245
17860,13.78767317552089
41660,12.73509707702155
20100,12.449544025157232
10740,14.62074324501402
2700001,12.452490135437774
27860,12.516806253489671
3800002,12.240494200706001
1300002,10.261917808219177
29620,12.245086508553655
41980,11.13634685522888
41700,13.823289142576566
37964,15.127694743579665
17820,13.924606065110748
45540,11.941962504986039
5600002,12.49985165650239
48540,13.685689187030826
25260,9.285220204030853
40340,16.601212597051383
4800004,12.420463480240016
43524,14.797542055110254
43900,10.450886449978894
16180,11.460819554277498
29340,12.685506539137224
14500,13.51979231685865
31900,10.798757396449703
16820,14.20180171856232
42100,12.368670681867068
32420,10.886041666666667
23580,11.151895007972525
3700002,12.570165514351562
35100,12.947378277153557
3500001,14.86794791339818
10900,13.338130814773047
39820,13.110178159023425
23420,10.223508111652839
3000002,12.398011114360925
2100003,11.24303183871323
44220,12.139692435577722
4900004,12.514102564102565
36740,12.92131158751325
73604,12.355771305285868
25180,12.833192076475806
1200002,11.28503794314192
18700,13.076738536289097
0200001,11.54769755542922
36500,13.529355400696865
78254,11.868048864418444
18140,13.809142337905968
39540,11.052979865771812
44180,13.446007850151538
28420,11.966523765144455
46140,12.12177104734643
11244,12.303929935450027
4000002,12.096007214888907
47380,11.55125210158393
24340,11.201631153031483
49700,11.453993055555555
47894,14.285778238158903
29460,11.985816842204695
29404,11.99847747410458
11500,10.260388821385176
12980,11.64659676232524
20700,12.017012295834098
39140,13.180563522861481
4500004,10.55349101229896
46340,14.149803328290469
2600002,12.940541998112444
49740,8.187479379742658
22900,11.154062414702938
26620,12.083015669385137
4000004,11.958270989193682
20020,12.020928149077227
24540,11.249411764705883
34580,12.1179114490161
39340,13.658207731888348
4200002,11.940099163309576
36260,12.050310456844443
42700,12.507185628742516
15180,16.734633827375763
